qnum,topic,prompt,choices,answer_index,hint,explanation,difficulty_label,difficulty_level
415,동물·곤충·뱀 사고,야생동물을 만나면?,"[""가까이 간다"",""거리를 유지하고 자극하지 않는다"",""먹이를 준다"",""사진을 찍으러 다가간다""]",1,야생동물은 예측할 수 없이 공격할 수 있습니다.,야생동물과 거리를 두고 먹이를 주거나 자극하지 마세요.,쉬움,1
416,동물·곤충·뱀 사고,벌집을 발견했을 때?,"[""직접 제거한다"",""가까이 가지 말고 전문가에게 연락한다"",""물을 뿌린다"",""불을 지른다""]",1,벌집 자극은 집단 공격을 유발합니다.,벌집은 건드리지 말고 전문 제거 업체에 연락하세요.,쉬움,1
417,동물·곤충·뱀 사고,개미에 물렸을 때?,"[""대부분 위험하다"",""대부분 경미하며 씻고 냉찜질한다"",""병원에 바로 간다"",""개미독은 치명적이다""]",1,대부분의 개미 물림은 경미합니다.,가려움이나 부기가 있으면 씻고 냉찜질하세요. 알레르기 반응은 주의하세요.,쉬움,1
418,동물·곤충·뱀 사고,고양이 할퀸 상처 관리는?,"[""할퀸 것은 괜찮다"",""묘소병 위험이 있어 씻고 관찰한다"",""소독하지 않아도 된다"",""고양이는 해롭지 않다""]",1,고양이 발톱에는 세균이 있습니다.,할퀸 상처도 감염과 묘소병 위험이 있으니 씻고 증상을 관찰하세요.,보통,2
419,동물·곤충·뱀 사고,뱀을 만났을 때 행동은?,"[""도망친다"",""천천히 뒤로 물러난다"",""막대로 친다"",""잡으려고 한다""]",1,갑작스러운 움직임은 뱀을 자극합니다.,뱀을 보면 자극하지 말고 천천히 뒤로 물러나세요.,쉬움,1
420,동물·곤충·뱀 사고,독사와 비독사의 구분은?,"[""쉽게 구분된다"",""전문가도 어려우므로 모든 뱀에 주의한다"",""색깔로 구분한다"",""크기로 구분한다""]",1,외형만으로 구분하기 어렵습니다.,뱀에게 물리면 종류에 관계없이 병원에서 확인받으세요.,보통,2
421,동물·곤충·뱀 사고,파상풍 예방접종이 필요한 경우는?,"[""깨끗한 상처만"",""더러운 상처나 동물에게 물렸을 때"",""파상풍은 없어졌다"",""예방접종이 필요 없다""]",1,파상풍균은 흙과 동물에 있습니다.,동물에게 물리거나 더러운 상처가 생기면 파상풍 예방접종 여부를 확인하세요.,보통,2
422,동물·곤충·뱀 사고,빈대에 물렸을 때?,"[""전염병이 생긴다"",""가려움이 심하고 냉찜질과 항히스타민제가 도움된다"",""빈대는 무해하다"",""물린 자국이 없다""]",1,빈대는 질병을 옮기지는 않지만 가려움이 심합니다.,빈대에 물리면 긁지 말고 냉찜질하며 침구를 고온 세탁하세요.,쉬움,1
423,동물·곤충·뱀 사고,벌에 여러 번 쏘이면?,"[""한 번이나 같다"",""독의 양이 많아 더 위험하다"",""여러 번이 더 안전하다"",""벌에 면역이 생긴다""]",1,많은 양의 독은 생명을 위협할 수 있습니다.,여러 군데 쏘이면 독의 양이 많으니 증상을 관찰하고 병원에 가세요.,보통,2
424,동물·곤충·뱀 사고,에피펜(아드레날린 주사기)은 언제 사용하나?,"[""모든 벌 쏘임에"",""심한 알레르기(아나필락시스) 반응 시"",""가려울 때"",""예방으로 사용""]",1,에피펜은 심각한 알레르기 반응의 응급약입니다.,아나필락시스 병력이 있는 사람은 에피펜을 휴대하고 사용법을 알아두세요.,어려움,3
425,동물·곤충·뱀 사고,모기가 옮기는 질병은?,"[""없다"",""말라리아 뎅기열 일본뇌염 등"",""감기"",""파상풍""]",1,모기는 여러 심각한 질병을 옮깁니다.,열대 지방 여행 시 모기 예방과 예방접종에 신경 쓰세요.,보통,2
426,동물·곤충·뱀 사고,야외에서 벌을 피하는 방법은?,"[""향수를 뿌린다"",""밝은 꽃무늬 옷을 피하고 음식을 덮어둔다"",""손으로 쫓는다"",""소리를 지른다""]",1,벌은 꽃향기와 밝은 색에 끌립니다.,향수나 밝은 꽃무늬 옷을 피하고 음식과 음료를 덮어두세요.,쉬움,1
427,동물·곤충·뱀 사고,길고양이를 만졌을 때?,"[""아무 문제없다"",""손을 씻고 물리거나 할퀴면 주의한다"",""길고양이는 안전하다"",""만지면 안 된다""]",1,길고양이는 예방접종이 안 되어 있을 수 있습니다.,길고양이를 만진 후 손을 씻고 물리거나 할퀴면 병원에 상담하세요.,쉬움,1
428,동물·곤충·뱀 사고,진드기가 옮기는 질병은?,"[""없다"",""쯔쯔가무시병 라임병 등"",""감기"",""독감""]",1,진드기는 여러 심각한 질병을 옮깁니다.,야외 활동 후 진드기 확인과 물렸을 때 병원 방문이 중요합니다.,보통,2
429,동물·곤충·뱀 사고,벌 쏘인 후 얼마나 관찰해야 하나?,"[""5분"",""최소 30분에서 수 시간"",""바로 일상으로 돌아간다"",""관찰이 필요 없다""]",1,알레르기 반응은 지연되어 나타날 수 있습니다.,벌에 쏘인 후 최소 30분은 증상을 관찰하고 이상이 있으면 병원에 가세요.,보통,2
430,동물·곤충·뱀 사고,물린 동물을 잡아야 하나?,"[""반드시 잡아야 한다"",""위험하니 잡지 말고 특징을 기억한다"",""죽여야 한다"",""동물 종류는 중요하지 않다""]",1,동물을 잡으려다 더 다칠 수 있습니다.,동물의 특징을 기억하거나 사진을 찍고 위험하게 잡으려 하지 마세요.,쉬움,1
431,동물·곤충·뱀 사고,벌집에서 도망칠 때?,"[""팔을 휘두른다"",""조용히 천천히 멀어진다"",""물속으로 뛰어든다"",""소리를 지른다""]",1,급한 움직임과 소리는 벌을 더 자극합니다.,조용히 천천히 멀어지고 손으로 휘두르지 마세요.,쉬움,1
432,동물·곤충·뱀 사고,집에서 키우는 애완동물에게 물려도 병원에 가야 하나?,"[""집 동물은 안전하다"",""예방접종 여부와 상처 상태에 따라 판단한다"",""절대 갈 필요 없다"",""모든 물림은 위험하다""]",1,예방접종이 되어 있어도 감염은 생길 수 있습니다.,상처가 깊거나 감염 징후가 있으면 병원에 가세요.,보통,2
433,동물·곤충·뱀 사고,독충에 물린 후 지혈대를 감아야 하나?,"[""꽉 감아야 한다"",""지혈대는 권장되지 않으며 조직 손상을 일으킬 수 있다"",""반드시 감아야 한다"",""효과가 매우 좋다""]",1,지혈대는 독의 확산보다 조직 손상을 더 일으킵니다.,지혈대 대신 안정을 취하고 물린 부위를 심장보다 낮게 유지하세요.,어려움,3
434,동물·곤충·뱀 사고,벌에 알레르기가 있는 사람은?,"[""야외 활동을 피해야 한다"",""에피펜을 휴대하고 주변에 알린다"",""벌에 다시 쏘이면 면역이 생긴다"",""알레르기는 없어진다""]",1,벌 알레르기는 생명을 위협할 수 있습니다.,에피펜 휴대 의료 팔찌 착용 주변 사람에게 알리기가 중요합니다.,어려움,3
435,동물·곤충·뱀 사고,야외 활동 후 몸 점검은?,"[""필요 없다"",""진드기 등 벌레가 붙었는지 확인한다"",""샤워만 하면 된다"",""옷만 털면 된다""]",1,진드기는 몸에 붙어도 모를 수 있습니다.,야외 활동 후 온몸을 점검하고 특히 겨드랑이 사타구니 등을 확인하세요.,쉬움,1
436,동물·곤충·뱀 사고,물고기 지느러미에 찔렸을 때?,"[""그냥 둔다"",""소독하고 감염 징후를 관찰한다"",""물고기는 해롭지 않다"",""바닷물에 씻으면 된다""]",1,일부 물고기의 지느러미에는 독이 있습니다.,상처를 씻고 소독하며 통증이나 부기가 심하면 병원에 가세요.,보통,2
437,동물·곤충·뱀 사고,개가 으르렁거릴 때?,"[""도망친다"",""눈을 피하고 천천히 물러난다"",""쳐다보며 대응한다"",""손을 내민다""]",1,직접 쳐다보는 것은 도전으로 인식됩니다.,눈을 피하고 천천히 측면으로 물러나세요.,쉬움,1
438,동물·곤충·뱀 사고,해외여행 시 동물 접촉 주의점은?,"[""동물이 더 안전하다"",""광견병 등 질병 위험이 있어 접촉을 피한다"",""해외 동물은 예방접종이 되어 있다"",""먹이를 줘도 된다""]",1,해외의 야생동물과 떠돌이 동물은 질병을 가지고 있을 수 있습니다.,해외에서 동물 접촉을 피하고 물리면 즉시 의료기관을 방문하세요.,보통,2
439,동물·곤충·뱀 사고,물린 상처를 바늘로 짜야 하나?,"[""독을 짜내야 한다"",""짜거나 절개하지 말고 씻어서 병원에 간다"",""모든 상처를 짜야 한다"",""바늘로 찌르면 독이 나온다""]",1,절개와 흡입은 효과가 없고 감염 위험을 높입니다.,상처를 씻고 안정을 취하며 병원에서 치료받으세요.,쉬움,1
440,동물·곤충·뱀 사고,귀에 벌레가 들어갔을 때?,"[""면봉을 넣는다"",""어두운 곳에서 귀에 빛을 비춰 유인하거나 병원에 간다"",""물을 붓는다"",""뾰족한 것으로 잡는다""]",1,억지로 빼려다 고막을 다칠 수 있습니다.,빛으로 유인해보고 안 되면 병원에서 안전하게 제거하세요.,보통,2
441,상처·지혈·골절,상처 세척 시 사용하는 것은?,"[""과산화수소"",""깨끗한 흐르는 물"",""소주"",""침""]",1,깨끗한 물이 가장 안전하고 효과적입니다.,흐르는 깨끗한 물로 이물질을 씻어내세요. 과산화수소는 조직 손상을 줄 수 있습니다.,쉬움,1
442,상처·지혈·골절,출혈이 심할 때 지혈법은?,"[""상처를 물로 씻는다"",""깨끗한 천으로 강하게 압박한다"",""상처를 벌린다"",""출혈을 그냥 둔다""]",1,직접 압박이 가장 효과적인 지혈법입니다.,깨끗한 천이나 거즈로 상처를 강하게 눌러 지혈하세요.,쉬움,1
443,상처·지혈·골절,골절이 의심될 때?,"[""움직여서 확인한다"",""움직이지 않게 고정하고 병원에 간다"",""마사지한다"",""뜨거운 찜질을 한다""]",1,움직이면 손상이 더 심해집니다.,부목 등으로 고정하고 움직이지 않게 하여 병원에 가세요.,쉬움,1
444,상처·지혈·골절,찰과상(긁힌 상처) 처치법은?,"[""그냥 둔다"",""씻고 소독 후 밴드를 붙인다"",""침을 바른다"",""흙으로 막는다""]",1,감염 예방이 중요합니다.,깨끗한 물로 씻고 소독제를 바른 후 밴드나 거즈로 보호하세요.,쉬움,1
445,상처·지혈·골절,열린 골절(뼈가 튀어나온 경우)은?,"[""뼈를 다시 넣는다"",""만지지 말고 덮어서 보호한 후 응급실로 간다"",""소독한다"",""붕대로 감는다""]",1,열린 골절은 심각한 감염 위험이 있습니다.,뼈를 만지지 말고 깨끗한 천으로 덮고 즉시 응급실로 가세요.,어려움,3
446,상처·지혈·골절,염좌(삔 경우)의 응급 처치는?,"[""따뜻하게 찜질한다"",""냉찜질하고 압박 붕대로 감고 높이 올린다"",""마사지한다"",""바로 운동한다""]",1,RICE(휴식 냉찜질 압박 거상)가 기본입니다.,냉찜질 압박 높이 올리기를 하고 심하면 병원에 가세요.,쉬움,1
447,상처·지혈·골절,상처에서 이물질이 깊이 박혀 있으면?,"[""뽑아낸다"",""그대로 두고 고정하여 병원에 간다"",""밀어 넣는다"",""소독약을 붓는다""]",1,뽑으면 출혈이 심해질 수 있습니다.,깊이 박힌 이물질은 건드리지 말고 주변을 고정하여 병원에서 제거하세요.,보통,2
448,상처·지혈·골절,타박상(멍) 처치법은?,"[""뜨거운 찜질"",""처음 48시간은 냉찜질 그 후 온찜질"",""세게 문지른다"",""멍을 터뜨린다""]",1,초기에는 냉찜질로 부기와 출혈을 줄입니다.,처음 48시간은 냉찜질 그 후 온찜질로 혈액 순환을 돕습니다.,쉬움,1
449,상처·지혈·골절,손가락이 문에 끼었을 때?,"[""세게 흔든다"",""냉찜질하고 심하면 X-ray를 찍는다"",""손가락을 당긴다"",""그냥 둔다""]",1,골절이나 탈구가 있을 수 있습니다.,냉찜질하고 부기가 심하거나 변형이 있으면 병원에서 확인하세요.,쉬움,1
450,상처·지혈·골절,지혈대 사용 시기는?,"[""모든 출혈에"",""생명을 위협하는 사지 출혈에 다른 방법이 안 될 때"",""작은 상처에"",""지혈대는 사용하면 안 된다""]",1,지혈대는 최후의 수단입니다.,직접 압박으로 안 되는 심한 사지 출혈에만 지혈대를 사용하세요.,어려움,3
451,상처·지혈·골절,베인 상처가 깊을 때?,"[""집에서 치료한다"",""봉합이 필요할 수 있어 병원에 간다"",""테이프로 붙인다"",""그냥 둔다""]",1,깊은 상처는 봉합해야 잘 아뭅니다.,상처가 깊거나 넓으면 6-8시간 내에 봉합받는 것이 좋습니다.,보통,2
452,상처·지혈·골절,손톱이 빠졌을 때?,"[""그냥 둔다"",""지혈하고 깨끗이 감싸서 병원에 간다"",""손톱을 다시 붙인다"",""상처를 벌린다""]",1,손톱 손상은 감염과 영구 손상 위험이 있습니다.,지혈하고 깨끗한 거즈로 감싸 병원에서 치료받으세요.,보통,2
453,상처·지혈·골절,절단된 신체 부위 보관법은?,"[""물에 담근다"",""젖은 거즈로 싸서 비닐에 넣고 얼음물에 보관"",""얼음에 직접 대기"",""그냥 가져간다""]",1,조직 손상을 최소화하는 보관이 중요합니다.,젖은 거즈로 싸고 비닐에 넣어 얼음물(얼음 직접 X)에 보관하세요.,어려움,3
454,상처·지혈·골절,상처에 딱지가 생기면?,"[""떼어낸다"",""자연히 떨어지게 둔다"",""소독약을 매일 붓는다"",""딱지를 긁는다""]",1,딱지는 자연 치유의 일부입니다.,딱지를 억지로 떼면 흉터가 생기고 감염될 수 있습니다.,쉬움,1
455,상처·지혈·골절,코뼈 골절이 의심되면?,"[""코를 만져본다"",""냉찜질하고 이비인후과를 방문한다"",""코를 세게 푼다"",""저절로 낫는다""]",1,코뼈 골절은 변형을 일으킬 수 있습니다.,부딪힌 후 코가 붓고 아프면 냉찜질하고 병원에서 확인받으세요.,보통,2
456,상처·지혈·골절,상처 드레싱 교체 시기는?,"[""일주일에 한 번"",""더러워지거나 젖으면 교체한다"",""한 번 붙이면 뗄 필요 없다"",""매 시간마다""]",1,깨끗하고 건조한 드레싱이 감염을 예방합니다.,드레싱이 더럽거나 젖으면 교체하고 그렇지 않으면 2-3일마다 확인하세요.,쉬움,1
457,상처·지혈·골절,갈비뼈 골절 의심 시?,"[""세게 기침한다"",""움직임을 최소화하고 병원에 간다"",""붕대로 꽉 감는다"",""운동한다""]",1,갈비뼈 골절은 폐 손상을 동반할 수 있습니다.,갈비뼈 골절이 의심되면 꽉 감지 말고 병원에서 확인받으세요.,보통,2
458,상처·지혈·골절,관통상(찔린 상처)의 처치는?,"[""물건을 뽑는다"",""물건을 빼지 말고 고정하여 병원에 간다"",""밀어 넣는다"",""소독약을 붓는다""]",1,박힌 물건을 빼면 출혈이 심해집니다.,박힌 물건은 고정하고 주변을 압박하며 병원에서 제거하세요.,보통,2
459,상처·지혈·골절,피부가 벗겨졌을 때(피부박리)?,"[""벗겨진 피부를 떼어낸다"",""생리식염수로 씻고 벗겨진 피부를 덮어 병원에 간다"",""공기에 말린다"",""비누로 문지른다""]",1,벗겨진 피부도 치료에 활용될 수 있습니다.,벗겨진 피부는 원래 위치에 놓고 젖은 거즈로 덮어 병원에 가세요.,어려움,3
460,상처·지혈·골절,상처 봉합 후 관리는?,"[""물에 담근다"",""깨끗하고 건조하게 유지한다"",""매일 실밥을 잡아당긴다"",""소독약에 담근다""]",1,감염 예방과 치유를 위해 관리가 중요합니다.,봉합 부위를 깨끗하고 건조하게 유지하고 지시에 따라 병원을 방문하세요.,쉬움,1
461,상처·지혈·골절,실밥을 뽑는 시기는?,"[""3일 후"",""부위에 따라 5-14일 사이"",""실밥은 빼지 않는다"",""한 달 후""]",1,부위에 따라 치유 속도가 다릅니다.,얼굴은 5-7일 몸통은 7-10일 관절은 10-14일 정도에 제거합니다.,보통,2
462,상처·지흉·골절,상처에 연고를 바르면?,"[""모든 상처에 항생제 연고"",""깨끗한 상처는 보습제나 밴드로 충분하다"",""연고는 해롭다"",""두껍게 바를수록 좋다""]",1,모든 상처에 항생제가 필요한 것은 아닙니다.,깨끗한 상처는 밴드만으로 충분하고 감염 위험이 있을 때 연고를 사용하세요.,보통,2
463,상처·지혈·골절,눈에 가까운 상처는?,"[""집에서 치료한다"",""눈 손상 가능성이 있어 병원에 간다"",""눈에 연고를 바른다"",""눈을 씻는다""]",1,눈 주변 상처는 눈 손상을 동반할 수 있습니다.,눈 근처 상처는 시력에 영향을 줄 수 있으니 병원에서 확인받으세요.,보통,2
464,상처·지혈·골절,상처가 빨갛게 부으며 열이 나면?,"[""정상이다"",""감염 징후이므로 병원에 간다"",""더 세게 문지른다"",""밴드를 꽉 붙인다""]",1,발적 부종 열감 고름은 감염의 징후입니다.,감염 징후가 있으면 병원에서 항생제 치료가 필요할 수 있습니다.,보통,2
465,상처·지혈·골절,석고 붕대(깁스) 관리법은?,"[""물에 담가도 된다"",""젖지 않게 하고 안을 긁지 않는다"",""매일 벗겨서 씻는다"",""안에 막대를 넣어 긁는다""]",1,젖은 깁스는 피부 문제를 일으킵니다.,깁스가 젖지 않게 하고 안쪽이 가려워도 긁지 마세요.,쉬움,1
466,상처·지혈·골절,탈구(관절 빠짐) 시?,"[""직접 맞춘다"",""움직이지 않게 고정하고 병원에 간다"",""세게 돌린다"",""마사지한다""]",1,잘못 맞추면 혈관 신경 손상이 생깁니다.,탈구된 관절은 건드리지 말고 고정하여 병원에서 정복받으세요.,보통,2
467,상처·지혈·골절,상처 치유가 느린 이유는?,"[""상처가 작아서"",""영양 상태 당뇨 감염 혈액 순환 문제 등"",""약을 많이 먹어서"",""치유가 느린 것은 좋은 것이다""]",1,여러 요인이 상처 치유에 영향을 줍니다.,당뇨 영양 불량 감염 등이 있으면 치유가 느릴 수 있어 관리가 필요합니다.,어려움,3
468,상처·지혈·골절,피가 멈추지 않을 때?,"[""더 기다린다"",""압박을 유지하고 119에 연락한다"",""상처를 풀어준다"",""물로 씻는다""]",1,지속되는 출혈은 생명을 위협합니다.,10-15분 압박해도 피가 안 멈추면 응급 도움을 요청하세요.,보통,2
469,상처·지혈·골절,흉터를 줄이는 방법은?,"[""햇볕을 쬔다"",""자외선 차단 실리콘 젤 보습 관리"",""흉터는 줄일 수 없다"",""상처를 긁는다""]",1,적절한 관리로 흉터를 최소화할 수 있습니다.,자외선 차단 실리콘 제품 보습으로 흉터를 관리하세요.,보통,2
470,상처·지혈·골절,상처에 모래나 흙이 묻었을 때?,"[""그냥 밴드를 붙인다"",""흐르는 물로 충분히 씻어낸다"",""흙은 소독 효과가 있다"",""마른 천으로 털어낸다""]",1,이물질은 감염의 원인이 됩니다.,흐르는 깨끗한 물로 이물질을 완전히 씻어내세요.,쉬움,1
471,기도폐쇄·질식,성인 기도폐쇄의 첫 조치는?,"[""물을 마시게 한다"",""기침을 유도하고 하임리히법을 시행한다"",""등을 가볍게 쓰다듬는다"",""눕힌다""]",1,기침이 가장 효과적인 이물질 배출 방법입니다.,기침을 유도하고 안 되면 등 치기와 복부 밀어올리기를 시행하세요.,쉬움,1
472,기도폐쇄·질식,하임리히법(복부 밀어올리기)의 방법은?,"[""가슴을 누른다"",""뒤에서 배꼽 위를 감싸고 위로 세게 민다"",""목을 누른다"",""등만 친다""]",1,복부 압박으로 기도의 이물질을 배출합니다.,뒤에서 감싸고 배꼽과 명치 사이를 주먹으로 위로 밀어올리세요.,쉬움,1
473,기도폐쇄·질식,영아(1세 미만)의 기도폐쇄 처치는?,"[""하임리히법을 한다"",""등 두드리기와 가슴 압박을 교대로 한다"",""물을 먹인다"",""거꾸로 든다""]",1,영아에게는 복부 밀어올리기가 위험합니다.,영아는 얼굴을 아래로 등 5회 두드리기와 가슴 5회 압박을 교대합니다.,보통,2
474,기도폐쇄·질식,완전 기도폐쇄의 증상은?,"[""기침을 한다"",""소리를 내지 못하고 손으로 목을 잡는다"",""얼굴이 정상이다"",""말을 한다""]",1,완전 폐쇄 시 공기가 전혀 통하지 않습니다.,말이나 기침을 못하고 얼굴이 파래지면 완전 폐쇄입니다.,쉬움,1
475,기도폐쇄·질식,의식이 없는 기도폐쇄 환자는?,"[""계속 하임리히를 한다"",""CPR을 시작하고 119에 신고한다"",""물을 입에 붓는다"",""세게 흔든다""]",1,의식이 없으면 심정지로 이어질 수 있습니다.,의식이 없으면 바닥에 눕히고 CPR을 시작하며 119에 신고하세요.,보통,2
476,기도폐쇄·질식,음식물이 걸렸을 때 물을 마시면?,"[""좋은 방법이다"",""더 깊이 밀어 넣을 수 있어 위험하다"",""항상 효과적이다"",""물이 최선이다""]",1,물이 이물질을 더 깊이 밀 수 있습니다.,기도에 걸린 경우 물을 마시지 말고 기침이나 응급 처치를 하세요.,쉬움,1
477,기도폐쇄·질식,임산부나 비만인의 기도폐쇄 처치는?,"[""복부 밀어올리기"",""가슴 밀어올리기를 시행한다"",""등만 친다"",""아무것도 못한다""]",1,복부를 압박하기 어려운 경우입니다.,임산부나 비만인은 가슴 중앙을 뒤에서 밀어올리세요.,보통,2
478,기도폐쇄·질식,어린이가 장난감을 삼켰을 때?,"[""손가락으로 꺼낸다"",""기침을 유도하고 안 되면 응급실로 간다"",""물을 먹인다"",""거꾸로 든다""]",1,무리하게 꺼내려다 더 깊이 밀 수 있습니다.,기침이 안 되면 등 두드리기와 복부 밀어올리기 후 응급실로 가세요.,쉬움,1
479,기도폐쇄·질식,자신이 혼자 있을 때 목이 막히면?,"[""아무것도 못한다"",""의자 등받이로 복부를 압박하거나 119 신고"",""물을 마신다"",""누워있는다""]",1,혼자서도 응급 처치가 가능합니다.,의자 등받이나 테이블 모서리로 배꼽 위를 눌러 압박하세요.,보통,2
480,기도폐쇄·질식,질식 예방을 위한 식사 습관은?,"[""빨리 먹는다"",""음식을 잘게 자르고 천천히 씹어 먹는다"",""누워서 먹는다"",""말하면서 먹는다""]",1,급하게 먹거나 말하면서 먹으면 사레가 들립니다.,음식을 잘게 자르고 천천히 씹어 삼키세요.,쉬움,1
481,기도폐쇄·질식,노인의 질식 위험이 높은 이유는?,"[""위험이 낮다"",""삼킴 기능 저하와 치아 문제"",""면역력이 높아서"",""침이 많아서""]",1,노화로 삼킴 기능이 떨어집니다.,노인은 삼킴 장애 치아 문제 등으로 질식 위험이 높으니 주의하세요.,보통,2
482,기도폐쇄·질식,떡이나 젤리 같은 음식 주의점은?,"[""안전하다"",""끈적하고 큰 조각은 기도를 막기 쉽다"",""아이에게 좋다"",""씹지 않아도 된다""]",1,끈적한 음식은 기도에 걸리면 빼기 어렵습니다.,어린이와 노인에게 떡이나 젤리는 작게 잘라서 주세요.,쉬움,1
483,기도폐쇄·질식,부분 기도폐쇄 시 대처는?,"[""바로 하임리히를 한다"",""기침을 격려하고 관찰한다"",""등을 세게 친다"",""물을 마시게 한다""]",1,부분 폐쇄 시 기침이 효과적입니다.,말하거나 기침할 수 있으면 기침을 유도하고 악화되는지 지켜보세요.,쉬움,1
484,기도폐쇄·질식,등 치기의 올바른 방법은?,"[""가볍게 쓰다듬는다"",""손바닥 뒤꿈치로 견갑골 사이를 세게 친다"",""주먹으로 친다"",""목을 친다""]",1,충분한 힘으로 쳐야 효과가 있습니다.,앞으로 숙이게 하고 견갑골 사이를 손바닥으로 5회 세게 치세요.,쉬움,1
