759,정신건강·스트레스,계절성 우울증 대처법은?,"[""집에만 있는다"",""햇빛 노출과 규칙적인 생활"",""계절이 바뀌길 기다린다"",""수면을 줄인다""]",1,햇빛이 세로토닌 분비에 도움됩니다.,겨울철 우울감은 낮 동안 햇빛을 쬐면 완화될 수 있습니다.,보통,2
760,정신건강·스트레스,정신건강 유지에 중요한 것은?,"[""혼자 모든 것을 해결한다"",""규칙적인 생활, 사회적 연결, 도움 요청"",""감정을 억누른다"",""일만 열심히 한다""]",1,균형 잡힌 삶이 중요합니다.,규칙적인 생활과 사회적 지지가 정신건강 유지에 중요합니다.,쉬움,1
761,감염병·위생,손 씻기의 중요성은?,"[""손은 안 씻어도 된다"",""감염병 예방의 가장 기본적인 방법"",""손은 깨끗하다"",""물로만 헹구면 된다""]",1,손에는 많은 세균이 있습니다.,비누로 20초 이상 손을 씻으면 많은 감염병을 예방할 수 있습니다.,쉬움,1
762,감염병·위생,기침 예절로 올바른 것은?,"[""손으로 막는다"",""팔꿈치 안쪽이나 휴지로 막는다"",""그냥 한다"",""옆 사람에게 한다""]",1,손으로 막으면 손에 세균이 묻습니다.,기침할 때는 팔꿈치 안쪽이나 휴지로 막아주세요.,쉬움,1
763,감염병·위생,식중독 예방법은?,"[""음식은 아무렇게나 보관한다"",""음식을 충분히 익히고 냉장 보관한다"",""손을 안 씻어도 된다"",""상한 음식도 먹을 수 있다""]",1,세균은 열에 약합니다.,음식을 충분히 익히고 적절히 보관하면 식중독을 예방할 수 있습니다.,쉬움,1
764,감염병·위생,예방접종의 중요성은?,"[""필요 없다"",""면역력을 형성해 감염병을 예방한다"",""부작용만 있다"",""성인은 안 맞아도 된다""]",1,백신은 생명을 구합니다.,예방접종으로 심각한 감염병을 예방할 수 있습니다.,쉬움,1
765,감염병·위생,독감과 감기의 차이는?,"[""같은 질병이다"",""독감이 더 심하고 고열, 근육통이 특징"",""감기가 더 심하다"",""차이 없다""]",1,독감은 인플루엔자 바이러스가 원인입니다.,독감은 감기보다 심하며 고열과 심한 근육통이 특징입니다.,보통,2
766,감염병·위생,노로바이러스 감염 예방법은?,"[""손 씻기는 필요 없다"",""손 씻기와 음식 익혀 먹기"",""생굴을 많이 먹는다"",""예방법이 없다""]",1,노로바이러스는 겨울에 유행합니다.,철저한 손 씻기와 음식 익혀 먹기로 노로바이러스를 예방하세요.,보통,2
767,감염병·위생,항생제 내성 문제의 원인은?,"[""항생제를 적게 써서"",""항생제 오남용과 처방 미완료"",""항생제가 약해서"",""세균이 원래 강해서""]",1,항생제는 처방대로 복용해야 합니다.,항생제 오남용은 내성균 출현의 주요 원인입니다.,어려움,3
768,감염병·위생,수인성 감염병 예방법은?,"[""아무 물이나 마신다"",""끓인 물이나 안전한 물을 마신다"",""예방법이 없다"",""물은 안전하다""]",1,오염된 물이 원인입니다.,끓인 물이나 안전이 확인된 물을 마시면 예방할 수 있습니다.,보통,2
769,감염병·위생,결핵 감염 경로는?,"[""접촉으로만 전파"",""공기 중 비말로 전파"",""음식으로 전파"",""모기로 전파""]",1,결핵은 호흡기 감염병입니다.,결핵 환자의 기침으로 나온 균이 공기 중에 떠다니다 감염됩니다.,보통,2
770,감염병·위생,대상포진과 수두의 관계는?,"[""관련 없다"",""같은 바이러스가 원인이다"",""수두가 대상포진이 된다"",""다른 바이러스다""]",1,수두-대상포진 바이러스가 원인입니다.,어릴 때 수두를 앓으면 바이러스가 잠복해 있다가 면역 저하 시 대상포진으로 발현됩니다.,어려움,3
771,감염병·위생,모기 매개 감염병 예방법은?,"[""모기에 물려도 괜찮다"",""모기 기피제 사용과 긴 옷 착용"",""예방법이 없다"",""모기는 안전하다""]",1,모기는 여러 질병을 옮깁니다.,모기 기피제와 긴 옷으로 모기에 물리지 않도록 예방하세요.,쉬움,1
772,감염병·위생,마스크 착용의 효과는?,"[""효과 없다"",""비말 전파를 줄여 감염 예방에 도움"",""숨쉬기만 힘들다"",""바이러스는 통과한다""]",1,마스크는 비말을 차단합니다.,올바른 마스크 착용은 호흡기 감염병 예방에 효과적입니다.,쉬움,1
773,감염병·위생,B형 간염 예방법은?,"[""예방법이 없다"",""백신 접종으로 예방 가능"",""간염은 가벼운 병이다"",""접촉으로는 안 걸린다""]",1,B형 간염은 백신으로 예방됩니다.,B형 간염 예방접종으로 효과적으로 예방할 수 있습니다.,보통,2
774,감염병·위생,에이즈(HIV) 예방법은?,"[""예방법이 없다"",""안전한 성관계와 주사기 공유 금지"",""일상 접촉으로 전파된다"",""공기로 전파된다""]",1,HIV는 특정 경로로만 전파됩니다.,안전한 성관계와 주사기 비공유로 HIV를 예방할 수 있습니다.,보통,2
775,감염병·위생,음식 해동 시 올바른 방법은?,"[""상온에 오래 둔다"",""냉장고나 흐르는 물에서 해동한다"",""뜨거운 물에 담근다"",""해동 없이 바로 조리한다""]",1,세균은 실온에서 빠르게 번식합니다.,음식은 냉장고나 흐르는 찬물에서 안전하게 해동하세요.,보통,2
776,감염병·위생,농산물 세척 방법은?,"[""씻지 않아도 된다"",""흐르는 물에 깨끗이 씻는다"",""세제로 씻는다"",""대충 헹군다""]",1,잔류 농약과 세균을 제거해야 합니다.,흐르는 물에 농산물을 깨끗이 씻어 섭취하세요.,쉬움,1
777,감염병·위생,칫솔 관리 방법은?,"[""칫솔은 공유해도 된다"",""개인용으로 건조한 곳에 보관하고 주기적 교체"",""젖은 채로 덮어둔다"",""평생 사용한다""]",1,칫솔에 세균이 번식할 수 있습니다.,칫솔은 개인용으로 사용하고 건조하게 보관하며 3개월마다 교체하세요.,쉬움,1
778,감염병·위생,주방 도마 위생 관리는?,"[""한 도마로 모두 사용"",""육류용과 채소용 도마를 분리 사용"",""씻지 않아도 된다"",""도마는 깨끗하다""]",1,교차오염을 방지해야 합니다.,육류와 채소 도마를 분리하면 식중독을 예방할 수 있습니다.,보통,2
779,감염병·위생,냉장고 적정 온도는?,"[""상관없다"",""0~5도(냉장), -18도 이하(냉동)"",""10도 이상"",""냉장고는 안전하다""]",1,온도가 높으면 세균이 번식합니다.,냉장고는 0~5도, 냉동고는 -18도 이하로 유지하세요.,보통,2
780,감염병·위생,수건 위생 관리는?,"[""수건은 공유해도 된다"",""개인 수건을 사용하고 자주 세탁 및 건조"",""젖은 채로 둬도 된다"",""세탁 안 해도 된다""]",1,젖은 수건에 세균이 번식합니다.,개인 수건을 사용하고 자주 세탁하여 건조하게 관리하세요.,쉬움,1
781,가정안전·사고예방,가정 내 화재 예방법은?,"[""가스레인지를 켜놓고 외출해도 된다"",""가스 불 사용 후 밸브를 잠근다"",""콘센트에 문어발식 연결을 한다"",""화재경보기는 필요 없다""]",1,화재는 예방이 최선입니다.,가스 밸브 잠금과 전기 안전 점검으로 화재를 예방하세요.,쉬움,1
782,가정안전·사고예방,어린이 추락 사고 예방법은?,"[""창문은 열어놔도 된다"",""창문에 잠금장치와 안전바를 설치한다"",""베란다에서 놀아도 된다"",""추락은 일어나지 않는다""]",1,어린이 추락 사고가 빈번합니다.,창문 잠금장치와 안전바로 어린이 추락을 예방하세요.,보통,2
783,가정안전·사고예방,욕실 미끄럼 사고 예방법은?,"[""바닥이 미끄러워도 괜찮다"",""미끄럼 방지 매트와 손잡이를 설치한다"",""욕실은 안전하다"",""노인도 주의 불필요""]",1,욕실 낙상은 흔한 가정 사고입니다.,미끄럼 방지 매트와 손잡이로 욕실 사고를 예방하세요.,쉬움,1
784,가정안전·사고예방,가정 내 약품 보관 방법은?,"[""아무 데나 둔다"",""어린이 손이 닿지 않는 곳에 잠금 보관"",""약은 안전하다"",""어린이가 약을 먹어도 된다""]",1,어린이 약물 사고가 많습니다.,약품은 어린이 손이 닿지 않는 곳에 잠금장치와 함께 보관하세요.,쉬움,1
785,가정안전·사고예방,소화기 사용법은?,"[""불이 크면 사용한다"",""안전핀을 뽑고 노즐을 불쪽으로 향해 손잡이를 누른다"",""물을 뿌린다"",""소화기는 무조건 위험하다""]",1,초기 진화가 중요합니다.,소화기 사용법: 안전핀 뽑기 → 노즐 조준 → 손잡이 누르기.,보통,2
786,가정안전·사고예방,가스 누출 시 대처법은?,"[""불을 켜서 확인한다"",""창문을 열고 가스 밸브를 잠근 뒤 대피한다"",""전기 스위치를 켠다"",""그냥 있는다""]",1,스파크가 폭발을 일으킬 수 있습니다.,가스 누출 시 불꽃 없이 환기하고 밸브 잠금 후 대피하세요.,어려움,3
787,가정안전·사고예방,어린이 질식 사고 예방법은?,"[""작은 물건을 놔둬도 된다"",""작은 물건을 어린이 손에 닿지 않게 보관"",""어린이는 삼키지 않는다"",""질식은 잘 안 일어난다""]",1,작은 물건이 기도를 막을 수 있습니다.,동전, 단추 등 작은 물건을 어린이 손에 닿지 않게 보관하세요.,쉬움,1
788,가정안전·사고예방,전기 안전 수칙은?,"[""젖은 손으로 플러그를 만져도 된다"",""젖은 손으로 전기제품을 만지지 않는다"",""전선을 밟아도 된다"",""콘센트에 여러 개 꽂아도 안전하다""]",1,물은 전기를 잘 통합니다.,젖은 손으로 전기제품을 만지면 감전 위험이 있습니다.,쉬움,1
789,가정안전·사고예방,가정 내 화학제품 보관법은?,"[""아무 데나 둔다"",""원래 용기에 담아 환기되는 곳에 보관"",""음료수 병에 담아도 된다"",""어린이가 만져도 된다""]",1,화학제품 오음 사고가 많습니다.,화학제품은 원래 용기에 표시와 함께 안전하게 보관하세요.,보통,2
790,가정안전·사고예방,연기 감지기의 중요성은?,"[""필요 없다"",""화재 초기에 경보를 울려 대피 시간을 확보"",""시끄럽기만 하다"",""효과 없다""]",1,연기 감지기는 생명을 구합니다.,연기 감지기가 화재 초기 경보로 대피 시간을 확보해줍니다.,쉬움,1
791,가정안전·사고예방,지진 발생 시 실내 대처법은?,"[""밖으로 뛰어나간다"",""테이블 아래로 들어가 머리를 보호한다"",""창문 근처에 선다"",""엘리베이터를 탄다""]",1,낙하물이 위험합니다.,지진 시 테이블 아래로 피해 머리를 보호하세요.,보통,2
792,가정안전·사고예방,뜨거운 물 화상 예방법은?,"[""온수 온도는 상관없다"",""온수기 온도를 49도 이하로 설정"",""아이가 혼자 목욕해도 된다"",""화상은 잘 안 일어난다""]",1,어린이 화상 사고가 많습니다.,온수기 온도를 49도 이하로 설정하여 화상을 예방하세요.,보통,2
793,가정안전·사고예방,베란다 안전 수칙은?,"[""베란다에 발판을 놓아도 된다"",""난간 높이를 확인하고 올라갈 물건을 두지 않는다"",""어린이가 베란다에서 놀아도 된다"",""베란다는 안전하다""]",1,베란다 추락 사고가 발생합니다.,베란다에 올라갈 수 있는 물건을 두지 마세요.,쉬움,1
794,가정안전·사고예방,가구 전도 사고 예방법은?,"[""가구는 안 넘어진다"",""무거운 가구는 벽에 고정한다"",""어린이가 올라가도 된다"",""고정은 필요 없다""]",1,가구가 어린이에게 쓰러질 수 있습니다.,무거운 가구는 벽에 고정하여 전도 사고를 예방하세요.,쉬움,1
795,가정안전·사고예방,비상 대피로 확보 방법은?,"[""물건으로 막아도 된다"",""현관과 대피로에 물건을 두지 않는다"",""비상구는 필요 없다"",""대피로는 상관없다""]",1,비상 시 신속한 대피가 중요합니다.,현관과 비상 대피로에 물건을 두지 않아 대피로를 확보하세요.,쉬움,1
796,가정안전·사고예방,어린이 창문 추락 예방 장치는?,"[""필요 없다"",""창문 잠금장치와 추락방지대 설치"",""창문을 열어놔도 된다"",""어린이는 추락하지 않는다""]",1,창문 추락 사고가 빈번합니다.,창문 잠금장치와 추락방지대로 어린이 안전을 지키세요.,보통,2
797,가정안전·사고예방,가정 내 미세먼지 관리법은?,"[""환기 안 해도 된다"",""공기청정기 사용과 적절한 환기"",""미세먼지는 실내에 없다"",""건강에 영향 없다""]",1,실내 공기질도 관리해야 합니다.,공기청정기와 환기로 실내 미세먼지를 관리하세요.,보통,2
798,가정안전·사고예방,주방 화재 시 대처법은?,"[""물을 뿌린다"",""기름 화재는 뚜껑으로 덮거나 소화기 사용"",""불을 그대로 둔다"",""기름에 물을 뿌린다""]",1,기름에 물을 뿌리면 폭발합니다.,기름 화재는 뚜껑으로 산소를 차단하거나 소화기를 사용하세요.,어려움,3
799,가정안전·사고예방,일산화탄소 중독 예방법은?,"[""난방기구 환기는 필요 없다"",""연소기기 사용 시 환기하고 경보기 설치"",""일산화탄소는 냄새가 난다"",""중독은 일어나지 않는다""]",1,일산화탄소는 무색무취입니다.,연소기기 사용 시 환기하고 일산화탄소 경보기를 설치하세요.,보통,2
800,가정안전·사고예방,가정 내 응급상황 대비는?,"[""대비 불필요"",""응급처치 교육과 비상연락망 준비"",""119만 알면 된다"",""응급상황은 안 일어난다""]",1,대비가 생명을 구합니다.,응급처치 교육을 받고 비상연락망을 준비해두세요.,쉬움,1
