qnum,topic,prompt,choices,answer_index,hint,explanation,difficulty_label,difficulty_level
612,치아·구강 응급·위생,입 냄새의 원인은?,"[""원인이 없다"",""구강 위생 잇몸 질환 위장 문제 등"",""양치해도 소용없다"",""음식만""]",1,입 냄새는 여러 원인이 있습니다.,구강 위생이 기본이고 지속되면 잇몸 질환이나 다른 원인을 확인하세요.,보통,2
613,치아·구강 응급·위생,이갈이의 영향은?,"[""해롭지 않다"",""치아 마모 두통 턱 통증을 유발할 수 있다"",""치아에 좋다"",""방치해도 된다""]",1,이갈이는 치아와 턱에 손상을 줍니다.,이갈이가 있으면 치과에서 마우스가드 등 치료를 상담하세요.,보통,2
614,치아·구강 응급·위생,양치 후 헹굼은?,"[""물을 많이 넣어 완전히 헹군다"",""불소 효과를 위해 가볍게 헹구거나 뱉기만 한다"",""헹구지 않는다"",""비누로 헹군다""]",1,불소가 치아에 남아야 효과가 있습니다.,양치 후 물로 가볍게 헹구어 불소 성분이 남도록 하세요.,보통,2
615,치아·구강 응급·위생,턱이 빠졌을 때?,"[""직접 맞춘다"",""움직이지 말고 병원에서 정복받는다"",""세게 누른다"",""무시한다""]",1,턱 탈구는 전문 치료가 필요합니다.,턱이 빠지면 무리하게 맞추려 하지 말고 병원에서 정복받으세요.,보통,2
616,치아·구강 응급·위생,치아 교정 중 주의점은?,"[""딱딱한 음식을 먹는다"",""구강 위생을 철저히 하고 정기 검진을 받는다"",""양치하지 않아도 된다"",""교정 장치를 만진다""]",1,교정 장치 주변에 음식물이 끼기 쉽습니다.,꼼꼼한 양치와 정기 검진으로 충치와 잇몸 질환을 예방하세요.,쉬움,1
617,치아·구강 응급·위생,혀 청소의 필요성은?,"[""필요 없다"",""세균과 입 냄새를 줄일 수 있다"",""혀가 손상된다"",""하루에 10번""]",1,혀에도 세균이 많이 있습니다.,양치할 때 혀도 부드럽게 닦으면 입 냄새를 줄일 수 있습니다.,쉬움,1
618,치아·구강 응급·위생,당분이 많은 음식과 치아 건강의 관계는?,"[""상관없다"",""당분은 세균의 먹이가 되어 충치를 유발한다"",""당분이 치아에 좋다"",""많이 먹을수록 좋다""]",1,세균이 당분을 분해하며 산을 만듭니다.,당분 섭취를 줄이고 먹은 후 양치하면 충치를 예방할 수 있습니다.,쉬움,1
619,치아·구강 응급·위생,임플란트 관리법은?,"[""일반 치아보다 관리가 쉽다"",""일반 치아처럼 양치하고 정기 검진을 받는다"",""양치하지 않아도 된다"",""한 번 하면 평생""]",1,임플란트도 관리가 필요합니다.,임플란트 주변도 양치하고 치실을 사용하며 정기 검진받으세요.,보통,2
620,치아·구강 응급·위생,아이가 치아를 부딪혔을 때?,"[""무시한다"",""상태를 확인하고 흔들리거나 색이 변하면 치과 방문"",""우유를 먹인다"",""테이프로 붙인다""]",1,충격으로 치아 손상이 생길 수 있습니다.,흔들림 변색 통증이 있으면 치과에서 확인받으세요.,보통,2
621,치아·구강 응급·위생,치과 검진은 얼마나 자주?,"[""아플 때만"",""6개월에서 1년에 한 번"",""10년에 한 번"",""갈 필요 없다""]",1,정기 검진으로 문제를 조기에 발견합니다.,6개월에서 1년마다 정기적으로 치과 검진을 받으세요.,쉬움,1
622,치아·구강 응급·위생,불소의 역할은?,"[""해롭다"",""치아 법랑질을 강화해 충치를 예방한다"",""치아를 약하게 한다"",""효과가 없다""]",1,불소는 치아를 단단하게 합니다.,적정량의 불소는 치아를 강화하고 충치를 예방합니다.,쉬움,1
623,치아·구강 응급·위생,치아 민감도의 원인은?,"[""원인이 없다"",""법랑질 마모 잇몸 퇴축 등"",""양치를 많이 해서"",""물을 마셔서""]",1,치아 신경이 노출되면 민감해집니다.,민감도가 있으면 민감성 치약을 쓰고 치과에서 원인을 확인하세요.,보통,2
624,치아·구강 응급·위생,칫솔을 함께 사용해도 되나?,"[""된다"",""세균 전파 위험이 있어 개인 칫솔을 사용한다"",""가족끼리는 된다"",""소독하면 된다""]",1,칫솔을 통해 세균이 전파됩니다.,각자 개인 칫솔을 사용하고 서로 닿지 않게 보관하세요.,쉬움,1
625,치아·구강 응급·위생,잇몸 질환의 진행 단계는?,"[""한 단계만 있다"",""치은염에서 치주염으로 진행될 수 있다"",""잇몸 질환은 없다"",""치료가 안 된다""]",1,초기 치은염은 치료가 가능합니다.,잇몸 출혈이 있으면 초기 치은염이므로 빨리 치료받으세요.,보통,2
626,치아·구강 응급·위생,양치질 시간은 얼마나?,"[""10초"",""2-3분"",""30초"",""시간은 상관없다""]",1,충분한 시간 동안 닦아야 효과적입니다.,최소 2분 이상 꼼꼼히 모든 치아를 닦으세요.,쉬움,1
627,치아·구강 응급·위생,구강 세정제의 역할은?,"[""양치 대용"",""양치를 보조하는 역할"",""치약보다 효과적"",""매일 써야 한다""]",1,구강 세정제는 양치를 대신할 수 없습니다.,양치 후 보조적으로 사용하되 양치를 대신하면 안 됩니다.,쉬움,1
628,치아·구강 응급·위생,치아 탈구 시 보관 방법으로 좋은 것은?,"[""물"",""우유 식염수 또는 침"",""알코올"",""마른 상태""]",1,치아 세포를 살려야 재식립이 가능합니다.,빠진 치아는 우유나 식염수에 넣거나 입안에 물고 30분 내 치과로 가세요.,보통,2
629,치아·구강 응급·위생,당뇨와 잇몸 질환의 관계는?,"[""관계없다"",""당뇨는 잇몸 질환 위험을 높인다"",""당뇨가 잇몸에 좋다"",""잇몸이 당뇨를 치료한다""]",1,당뇨는 감염 저항력을 낮춥니다.,당뇨 환자는 잇몸 질환 위험이 높으므로 구강 관리를 철저히 하세요.,어려움,3
630,치아·구강 응급·위생,흡연이 구강에 미치는 영향은?,"[""영향이 없다"",""잇몸 질환 구강암 치아 변색 위험 증가"",""치아에 좋다"",""입 냄새를 없앤다""]",1,흡연은 구강 건강에 매우 해롭습니다.,흡연은 잇몸 질환과 구강암 위험을 높이므로 금연하세요.,보통,2
631,온열·저체온,열사병의 증상은?,"[""땀을 많이 흘린다"",""고체온 의식 혼란 피부 건조 발열"",""저체온"",""증상이 없다""]",1,열사병은 체온 조절 기능이 망가진 것입니다.,체온이 40도 이상 오르고 의식이 혼란해지면 즉시 119에 신고하세요.,쉬움,1
632,온열·저체온,열사병 응급 처치는?,"[""물을 많이 마시게 한다"",""시원한 곳으로 옮기고 체온을 낮추며 119 신고"",""따뜻하게 덮는다"",""운동을 시킨다""]",1,체온을 빨리 낮춰야 합니다.,그늘로 옮기고 옷을 벗기며 물을 뿌리고 부채질하며 119에 신고하세요.,쉬움,1
633,온열·저체온,열탈진과 열사병의 차이는?,"[""같다"",""열탈진은 땀을 흘리고 열사병은 땀이 안 난다"",""열탈진이 더 심하다"",""증상이 반대다""]",1,열사병은 더 심각한 응급 상황입니다.,열탈진은 땀을 흘리고 의식이 있지만 열사병은 피부가 뜨겁고 의식이 혼란합니다.,보통,2
634,온열·저체온,저체온증의 증상은?,"[""땀을 흘린다"",""떨림 졸림 혼란 말이 어눌해짐"",""체온이 높다"",""증상이 없다""]",1,체온이 35도 이하로 떨어진 것입니다.,떨림으로 시작해 심해지면 떨림이 멈추고 의식이 흐려집니다.,쉬움,1
635,온열·저체온,저체온증 응급 처치는?,"[""찬물에 담근다"",""젖은 옷을 벗기고 따뜻하게 감싸며 119 신고"",""뜨거운 물에 담근다"",""술을 마시게 한다""]",1,서서히 체온을 올려야 합니다.,젖은 옷을 벗기고 마른 담요로 감싸 체온을 올리며 119에 신고하세요.,쉬움,1
636,온열·저체온,여름철 열 관련 질환 예방법은?,"[""햇볕에 오래 있는다"",""충분한 수분 섭취와 그늘에서 휴식"",""운동을 많이 한다"",""물을 안 마신다""]",1,탈수와 과열이 열 질환을 일으킵니다.,물을 자주 마시고 햇볕을 피하며 휴식을 취하세요.,쉬움,1
637,온열·저체온,동상의 증상은?,"[""피부가 빨갛다"",""피부가 희거나 파랗고 감각이 없다"",""따뜻하다"",""가렵다""]",1,동상은 조직이 얼어서 손상된 것입니다.,손가락 발가락 귀 코가 희거나 감각이 없으면 동상 의심하세요.,쉬움,1
638,온열·저체온,동상 응급 처치는?,"[""눈으로 문지른다"",""따뜻한 물에 담그고 문지르지 않는다"",""뜨거운 물에 담근다"",""얼음을 대다""]",1,38-42도 미지근한 물이 적당합니다.,미지근한 물에 담그고 문지르거나 비비지 말며 병원에 가세요.,보통,2
639,온열·저체온,열경련의 원인과 처치는?,"[""추워서 생긴다"",""땀으로 염분 손실 시 수분과 염분 보충"",""물만 마시면 된다"",""운동을 더 한다""]",1,땀으로 염분이 빠져나가 생깁니다.,시원한 곳에서 쉬며 수분과 전해질을 보충하세요.,보통,2
640,온열·저체온,겨울철 저체온증 예방법은?,"[""옷을 적게 입는다"",""따뜻한 옷을 겹쳐 입고 젖지 않게 한다"",""술을 마신다"",""배고프게 있는다""]",1,체온 유지가 중요합니다.,방수층과 보온층을 겹쳐 입고 젖은 옷은 바로 갈아입으세요.,쉬움,1
641,온열·저체온,한파 주의보 시 야외 활동은?,"[""정상적으로 한다"",""최소화하고 노출을 줄인다"",""운동하기 좋다"",""반팔을 입어도 된다""]",1,극심한 추위는 위험합니다.,한파 시 야외 활동을 줄이고 외출 시 따뜻하게 입으세요.,쉬움,1
642,온열·저체온,폭염 시 운동은?,"[""평소보다 더 한다"",""가장 더운 시간을 피하고 강도를 낮춘다"",""물을 마시지 않는다"",""정오에 한다""]",1,더운 날씨에 운동은 열 질환 위험을 높입니다.,아침이나 저녁에 하고 수분을 충분히 섭취하세요.,쉬움,1
643,온열·저체온,영유아와 노인의 온도 민감성은?,"[""성인과 같다"",""체온 조절 능력이 약해 더 민감하다"",""더 강하다"",""온도에 영향받지 않는다""]",1,영유아와 노인은 체온 조절 능력이 떨어집니다.,더운 날과 추운 날 영유아와 노인을 특별히 보호하세요.,보통,2
644,온열·저체온,열 질환 위험군은?,"[""젊은 사람만"",""노인 어린이 만성 질환자 야외 작업자"",""위험군이 없다"",""운동 선수만""]",1,특정 그룹은 열 질환에 더 취약합니다.,노인 어린이 심혈관 질환자 야외 작업자는 특히 주의하세요.,보통,2
645,온열·저체온,실내에서도 열사병에 걸릴 수 있나?,"[""실내는 안전하다"",""냉방이 안 되는 실내에서도 걸릴 수 있다"",""실내에서는 안 걸린다"",""에어컨 없어도 괜찮다""]",1,환기가 안 되는 더운 실내도 위험합니다.,폭염 시 냉방이 안 되는 실내도 위험하니 시원한 곳으로 이동하세요.,보통,2
646,온열·저체온,술을 마시면 추위를 덜 느끼나?,"[""추위를 막아준다"",""체온 손실이 더 빨라져 위험하다"",""보온 효과가 있다"",""저체온 예방에 좋다""]",1,술은 혈관을 확장시켜 열 손실을 늘립니다.,술을 마시면 따뜻해진 느낌이 들지만 실제로는 체온이 더 빨리 떨어집니다.,어려움,3
647,온열·저체온,열사병 환자에게 물을 먹여도 되나?,"[""많이 먹인다"",""의식이 있고 삼킬 수 있으면 조금씩 먹인다"",""뜨거운 물을 먹인다"",""의식 없어도 먹인다""]",1,의식이 없으면 흡인 위험이 있습니다.,의식이 있고 삼킬 수 있으면 시원한 물을 조금씩 먹이세요.,보통,2
648,온열·저체온,동상 부위를 녹인 후 다시 얼면?,"[""상관없다"",""조직 손상이 더 심해진다"",""더 좋다"",""녹이지 않는 게 좋다""]",1,녹였다 다시 얼면 손상이 악화됩니다.,동상 부위를 녹인 후 다시 얼지 않도록 따뜻하게 유지하세요.,어려움,3
649,온열·저체온,열 질환 시 해열제를 먹으면?,"[""효과적이다"",""열 질환에는 효과가 없고 체온 낮추기가 필요하다"",""모든 열에 효과적"",""많이 먹어야 한다""]",1,열 질환은 감염 발열과 다릅니다.,열사병에 해열제는 효과가 없으니 물리적으로 체온을 낮추세요.,어려움,3
650,온열·저체온,겨울 산행 시 저체온증 예방은?,"[""가볍게 입는다"",""여벌 옷을 챙기고 젖지 않게 한다"",""땀을 많이 흘린다"",""쉬지 않고 간다""]",1,산에서는 날씨가 급변합니다.,방수층 보온층을 갖추고 여벌 옷과 먹을 것을 챙기세요.,보통,2
651,온열·저체온,차 안에 아이를 두고 내리면?,"[""잠깐이면 괜찮다"",""짧은 시간에도 차 안 온도가 치명적으로 올라간다"",""창문을 열면 된다"",""겨울은 괜찮다""]",1,여름철 차 안 온도는 급격히 올라갑니다.,잠깐이라도 아이나 반려동물을 차 안에 두고 내리지 마세요.,쉬움,1
652,온열·저체온,한랭 두드러기란?,"[""더울 때 생긴다"",""추위에 노출되면 두드러기가 생기는 것"",""피부 감염"",""열 질환""]",1,추위에 대한 피부 과민 반응입니다.,추위에 노출 후 두드러기가 생기면 한랭 두드러기일 수 있어 검사받으세요.,어려움,3
653,온열·저체온,열 질환 예방을 위한 수분 섭취는?,"[""갈증 날 때만"",""갈증 전에 미리 자주 마신다"",""물 대신 술"",""커피만""]",1,갈증을 느끼면 이미 탈수입니다.,더운 날에는 갈증을 느끼기 전에 물을 자주 마시세요.,쉬움,1
654,온열·저체온,저체온증 환자의 심장 문제는?,"[""없다"",""부정맥 위험이 높아 조심히 다루어야 한다"",""심장이 강해진다"",""문제없다""]",1,저체온은 심장에 영향을 줍니다.,저체온 환자를 급하게 움직이면 부정맥이 생길 수 있어 조심히 다루세요.,어려움,3
655,온열·저체온,폭염 특보 시 대처는?,"[""평소와 같다"",""실외 활동 자제하고 충분한 수분 섭취"",""운동하기 좋다"",""에어컨 끄기""]",1,폭염은 건강을 심각하게 위협합니다.,시원한 곳에 머물고 물을 자주 마시며 위험 신호를 살피세요.,쉬움,1
656,온열·저체온,동계 스포츠 시 체온 관리는?,"[""땀을 많이 흘린다"",""땀을 흡수하는 속옷과 보온층 겹쳐입기"",""면옷을 입는다"",""두꺼운 옷 하나""]",1,땀이 마르지 않으면 저체온 위험이 있습니다.,땀을 빨리 흡수 배출하는 기능성 속옷과 보온층을 겹쳐 입으세요.,보통,2
657,온열·저체온,냉방병의 원인과 예방은?,"[""에어컨이 좋다"",""실내외 온도 차가 크면 생기므로 적정 온도 유지"",""온도를 최저로"",""냉방병은 없다""]",1,급격한 온도 변화가 원인입니다.,실내외 온도 차를 5도 이내로 유지하고 긴 옷을 준비하세요.,쉬움,1
658,온열·저체온,동상 부위를 직접 열원으로 녹이면?,"[""빨리 낫는다"",""화상 위험이 있어 미지근한 물로 녹인다"",""가장 좋은 방법"",""불에 쬐면 좋다""]",1,감각이 없어 화상을 모릅니다.,동상 부위는 직접 열에 대지 말고 38-42도 물에 담가 녹이세요.,보통,2
659,온열·저체온,열 질환 시 카페인 음료는?,"[""수분 보충에 좋다"",""이뇨 작용이 있어 피하는 것이 좋다"",""물보다 좋다"",""많이 마신다""]",1,카페인은 이뇨 작용이 있습니다.,더운 날에는 카페인 음료보다 맹물이나 이온 음료가 좋습니다.,보통,2
660,온열·저체온,저체온증 시 떨림이 멈추면?,"[""좋아진 것이다"",""상태가 악화된 것이므로 즉시 응급 처치"",""다 나았다"",""따뜻해진 것""]",1,떨림이 멈추면 체온이 너무 낮아진 것입니다.,떨림이 멈추고 의식이 흐려지면 심각한 저체온이니 즉시 119에 신고하세요.,어려움,3
661,의약품·복약 안전,처방약 복용 시 주의할 점은?,"[""양을 임의로 조절한다"",""처방대로 용량과 시간을 지킨다"",""증상이 좋아지면 바로 끊는다"",""남은 약을 다른 사람에게 준다""]",1,처방대로 복용해야 효과와 안전이 보장됩니다.,처방된 용량과 기간을 지키고 임의로 변경하지 마세요.,쉬움,1
662,의약품·복약 안전,유통기한 지난 약은?,"[""먹어도 된다"",""효과가 떨어지거나 해로울 수 있어 버린다"",""더 효과적이다"",""상관없다""]",1,유통기한이 지나면 약효나 안전성이 떨어집니다.,유통기한을 확인하고 지난 약은 적절히 폐기하세요.,쉬움,1
663,의약품·복약 안전,약을 물 외에 다른 것으로 먹으면?,"[""우유로 먹어도 다 같다"",""약에 따라 흡수나 효과에 영향을 줄 수 있다"",""주스가 더 좋다"",""커피로 먹어도 된다""]",1,일부 약은 특정 음료와 상호작용합니다.,약은 물로 먹고 우유 주스 커피 자몽 등은 피하세요.,보통,2
664,의약품·복약 안전,진통제 장기 복용의 위험은?,"[""없다"",""위장 간 신장 등에 부작용이 생길 수 있다"",""오래 먹을수록 좋다"",""양을 늘려야 한다""]",1,진통제도 장기간 복용하면 부작용이 있습니다.,진통제를 오래 먹으면 위장 문제나 신장 손상이 생길 수 있으니 의사와 상담하세요.,보통,2
665,의약품·복약 안전,항생제 복용 시 주의점은?,"[""증상이 나아지면 중단한다"",""처방된 기간을 모두 복용한다"",""양을 늘려 빨리 끝낸다"",""다른 사람에게 나눠준다""]",1,중간에 끊으면 내성균이 생깁니다.,항생제는 증상이 나아져도 처방 기간을 모두 복용하세요.,쉬움,1
666,의약품·복약 안전,약과 음식의 상호작용은?,"[""상호작용이 없다"",""일부 약은 음식과 함께 또는 공복에 먹어야 한다"",""항상 식후에 먹는다"",""음식과 무관하다""]",1,음식이 약 흡수에 영향을 줄 수 있습니다.,약 설명서를 확인하고 식전 식후 복용 지시를 따르세요.,보통,2
667,의약품·복약 안전,여러 약을 함께 먹을 때?,"[""문제없다"",""상호작용이 있을 수 있어 의사나 약사에게 알린다"",""효과가 배가 된다"",""따로 먹을 필요 없다""]",1,약물 상호작용은 위험할 수 있습니다.,복용 중인 모든 약과 건강보조식품을 의사와 약사에게 알리세요.,보통,2
668,의약품·복약 안전,안약 사용법은?,"[""눈에 대고 누른다"",""고개를 젖히고 아래 눈꺼풀 안쪽에 넣는다"",""눈을 비비면서 넣는다"",""뚜껑을 눈에 대다""]",1,올바른 사용법이 효과를 높입니다.,손을 씻고 고개를 젖혀 아래 눈꺼풀 안쪽에 넣고 눈을 감으세요.,쉬움,1
669,의약품·복약 안전,약을 씹어 먹으면?,"[""모든 약을 씹어도 된다"",""서방형 약은 씹으면 약효가 한꺼번에 나와 위험하다"",""효과가 좋아진다"",""맛이 좋아진다""]",1,서방형 약은 천천히 녹도록 설계되었습니다.,약 설명서에 씹지 말라고 되어 있으면 반드시 삼키세요.,어려움,3
670,의약품·복약 안전,어린이 약 보관 위치는?,"[""손이 닿는 곳"",""아이 손이 닿지 않는 잠금장치 있는 곳"",""냉장고 문"",""식탁 위""]",1,어린이 약물 사고를 예방합니다.,모든 약을 아이 손이 닿지 않는 잠금장치 있는 곳에 보관하세요.,쉬움,1
671,의약품·복약 안전,약을 반으로 나눠 먹어도 되나?,"[""모든 약을 나눌 수 있다"",""분할 금지 표시가 없고 선이 있는 경우만"",""항상 나눠도 된다"",""나누면 더 좋다""]",1,일부 약은 나누면 안 됩니다.,분할선이 있고 금지 표시가 없는 약만 나눌 수 있으니 확인하세요.,보통,2
672,의약품·복약 안전,처방전 없이 살 수 있는 약도 안전한가?,"[""완전히 안전하다"",""부작용이 있을 수 있어 사용법을 따른다"",""처방약보다 안전하다"",""많이 먹어도 된다""]",1,일반의약품도 부작용이 있습니다.,일반의약품도 사용법과 용량을 지키고 지속되면 의사와 상담하세요.,쉬움,1
673,의약품·복약 안전,약 복용 시간을 놓쳤을 때?,"[""두 배로 먹는다"",""약에 따라 다르니 설명서를 확인하거나 약사에게 문의"",""그날은 건너뛴다"",""다음 날 몰아서 먹는다""]",1,약마다 대처법이 다릅니다.,복용 시간을 놓치면 설명서를 확인하거나 약사에게 문의하세요.,보통,2
674,의약품·복약 안전,약 알레르기 증상은?,"[""없다"",""발진 가려움 호흡곤란 부종"",""졸림만"",""배고픔""]",1,약 알레르기는 심각할 수 있습니다.,약 복용 후 발진 가려움 호흡곤란이 있으면 즉시 복용을 중단하고 병원에 가세요.,보통,2
675,의약품·복약 안전,임신 중 약 복용은?,"[""모든 약이 안전하다"",""의사와 상담 후 안전한 약만 복용한다"",""약을 많이 먹어도 된다"",""임신과 약은 무관하다""]",1,일부 약은 태아에게 해롭습니다.,임신 중이거나 임신 가능성이 있으면 모든 약을 의사와 상담하세요.,쉬움,1
676,의약품·복약 안전,건강보조식품도 약과 상호작용하나?,"[""아니다"",""일부는 약 효과에 영향을 줄 수 있다"",""보조식품은 안전하다"",""상호작용이 없다""]",1,건강보조식품도 약과 반응할 수 있습니다.,복용 중인 건강보조식품도 의사에게 알리세요.,보통,2
677,의약품·복약 안전,술과 약을 함께 먹으면?,"[""괜찮다"",""약 효과와 부작용에 영향을 줄 수 있어 피한다"",""효과가 좋아진다"",""술이 약을 중화한다""]",1,알코올은 약 대사에 영향을 줍니다.,약 복용 중에는 술을 피하거나 의사에게 확인하세요.,쉬움,1
678,의약품·복약 안전,약국에서 약사에게 물어봐야 할 것은?,"[""물어볼 것 없다"",""복용법 부작용 상호작용 등"",""가격만"",""색깔만""]",1,약사는 약에 대한 전문가입니다.,약 복용법 부작용 다른 약과의 상호작용을 약사에게 물어보세요.,쉬움,1
679,의약품·복약 안전,외용약과 내복약의 구분은?,"[""같이 먹어도 된다"",""외용약은 피부에만 바르고 먹으면 안 된다"",""외용약도 먹어도 된다"",""구분이 없다""]",1,외용약은 먹으면 위험합니다.,외용약은 피부나 점막에만 사용하고 절대 먹으면 안 됩니다.,쉬움,1
680,의약품·복약 안전,자몽과 약의 관계는?,"[""상관없다"",""일부 약의 대사를 방해해 부작용을 높일 수 있다"",""자몽이 약 효과를 높인다"",""자몽은 해독제다""]",1,자몽은 약물 대사 효소를 억제합니다.,고혈압약 콜레스테롤약 등 일부 약은 자몽과 함께 먹지 마세요.,어려움,3
681,운동·자세·근골격,스트레칭의 중요성은?,"[""필요 없다"",""유연성을 높이고 부상을 예방한다"",""근육을 약하게 한다"",""운동 후에만 한다""]",1,스트레칭은 근육과 관절 건강에 중요합니다.,운동 전후 스트레칭으로 부상을 예방하고 유연성을 유지하세요.,쉬움,1
682,운동·자세·근골격,올바른 앉는 자세는?,"[""등을 둥글게 한다"",""등을 곧게 펴고 발은 바닥에 닿게 한다"",""다리를 꼬고 앉는다"",""한쪽으로 기대 앉는다""]",1,잘못된 자세는 허리와 목에 부담을 줍니다.,등을 펴고 엉덩이를 의자 깊숙이 넣고 발을 바닥에 평평하게 두세요.,쉬움,1
683,운동·자세·근골격,무거운 물건을 들 때?,"[""허리만 굽힌다"",""무릎을 굽히고 물건을 몸에 붙여 든다"",""팔만 사용한다"",""빠르게 들어올린다""]",1,허리만 굽히면 허리에 부담이 갑니다.,무릎을 굽혀 앉아 물건을 몸 가까이 붙이고 다리 힘으로 들어올리세요.,쉬움,1
684,운동·자세·근골격,오래 서 있을 때 피로를 줄이려면?,"[""한쪽 다리로만 선다"",""체중을 양발에 균등히 두고 가끔 움직인다"",""하이힐을 신는다"",""움직이지 않는다""]",1,정적 자세는 피로를 유발합니다.,체중을 균등히 분산하고 발 받침대를 이용하거나 가끔 움직이세요.,쉬움,1
685,운동·자세·근골격,근육통이 있을 때?,"[""무시하고 운동한다"",""휴식하고 가벼운 스트레칭 후 점진적으로 활동"",""강도를 높인다"",""근육통은 좋은 것이다""]",1,근육통은 회복 신호입니다.,적절한 휴식 후 가벼운 스트레칭과 점진적인 활동으로 회복하세요.,쉬움,1
686,운동·자세·근골격,허리 통증 예방법은?,"[""항상 눕는다"",""코어 근육을 강화하고 올바른 자세를 유지한다"",""허리띠를 꽉 맨다"",""운동을 안 한다""]",1,코어 근육이 허리를 지지합니다.,복근과 등근육을 강화하고 바른 자세를 유지하세요.,쉬움,1
687,운동·자세·근골격,테니스 엘보의 원인과 예방은?,"[""테니스만 해서 생긴다"",""반복적인 팔 동작으로 생기며 휴식과 스트레칭으로 예방"",""팔꿈치 보호대만 하면 된다"",""치료 안 해도 된다""]",1,반복 동작이 힘줄에 손상을 줍니다.,반복 동작을 줄이고 스트레칭과 휴식으로 예방하세요.,보통,2
688,운동·자세·근골격,족저근막염의 증상은?,"[""발등이 아프다"",""아침에 첫 발을 디딜 때 발뒤꿈치가 아프다"",""발가락이 아프다"",""증상이 없다""]",1,발바닥 근막에 염증이 생긴 것입니다.,아침에 발뒤꿈치 통증이 심하면 족저근막염일 수 있어 스트레칭과 치료가 필요합니다.,보통,2
