qnum,topic,prompt,choices,answer_index,hint,explanation,difficulty_label,difficulty_level
211,감기·호흡기 오해,기침이 2주 이상 지속되면?,"[""자연히 낫기를 기다린다"",""병원 진료를 받아본다"",""더 센 기침약을 먹는다"",""운동을 더 열심히 한다""]",1,오래 지속되는 기침은 다른 질환의 신호일 수 있습니다.,2주 이상 기침이 지속되면 천식이나 다른 호흡기 질환일 수 있으니 진료를 받으세요.,보통,2
212,감기·호흡기 오해,감기에 걸렸을 때 운동을 해도 될까?,"[""격렬한 운동으로 땀을 빼야 한다"",""목 아래 증상이 있으면 쉬는 것이 좋다"",""운동을 하면 더 빨리 낫는다"",""감기와 운동은 관계없다""]",1,열이 나거나 기침이 심하면 운동이 오히려 해로울 수 있습니다.,목 아래 증상(기침 가래 열)이 있으면 충분히 쉬는 것이 회복에 도움됩니다.,보통,2
213,감기·호흡기 오해,감기와 알레르기 비염을 구분하는 방법은?,"[""구분이 불가능하다"",""알레르기는 열이 없고 눈 가려움이 동반된다"",""감기는 재채기를 하지 않는다"",""알레르기는 콧물이 노랗다""]",1,알레르기 비염은 발열 없이 맑은 콧물과 눈 가려움이 특징입니다.,알레르기 비염은 열 없이 맑은 콧물 재채기 눈 가려움이 나타납니다.,보통,2
214,감기·호흡기 오해,가습기 사용 시 주의할 점은?,"[""물을 며칠 동안 갈지 않아도 된다"",""정기적으로 청소하고 물을 교체한다"",""가습기 살균제를 넣으면 더 좋다"",""습도가 높을수록 좋다""]",1,더러운 가습기는 세균과 곰팡이를 퍼뜨릴 수 있습니다.,가습기는 매일 물을 갈고 정기적으로 청소해야 안전합니다.,보통,2
215,감기·호흡기 오해,인후통에 소금물 가글이 도움이 될까?,"[""전혀 효과 없다"",""일시적으로 통증 완화에 도움될 수 있다"",""소금물을 마셔야 효과가 있다"",""소금이 많을수록 좋다""]",1,소금물은 삼투압 작용으로 부기를 줄이는 데 도움됩니다.,적절한 농도의 소금물 가글은 인후통 완화에 도움될 수 있습니다.,보통,2
216,감기·호흡기 오해,독감 예방접종은 언제 맞는 것이 좋을까?,"[""독감에 걸린 후"",""유행 시기 전인 가을에 맞는다"",""여름에 맞아야 효과가 있다"",""한 번 맞으면 평생 효과가 있다""]",1,독감 백신은 접종 후 항체 형성에 2주 정도 걸립니다.,독감 유행 전인 10-11월에 접종하는 것이 좋습니다.,쉬움,1
217,감기·호흡기 오해,마스크 착용의 올바른 방법은?,"[""코만 가려도 된다"",""코와 입을 모두 가리고 틈이 없어야 한다"",""마스크 겉면을 자주 만져도 된다"",""한 번 쓴 마스크를 세탁해서 재사용한다""]",1,마스크는 코와 입을 완전히 덮어야 효과가 있습니다.,코와 입을 빈틈없이 가리고 마스크 표면은 만지지 마세요.,쉬움,1
218,감기·호흡기 오해,천식 환자가 감기에 걸리면?,"[""일반인과 같이 관리하면 된다"",""증상이 악화될 수 있어 주의가 필요하다"",""천식약을 중단해야 한다"",""운동을 더 열심히 해야 한다""]",1,감기는 천식 증상을 악화시킬 수 있습니다.,천식 환자는 감기 시 증상이 악화될 수 있으니 주치의와 상담하세요.,어려움,3
219,감기·호흡기 오해,항생제 복용 중 증상이 좋아지면?,"[""바로 중단해도 된다"",""처방된 기간까지 복용을 완료한다"",""용량을 반으로 줄인다"",""다른 사람에게 나눠줘도 된다""]",1,항생제를 중간에 끊으면 내성균이 생길 수 있습니다.,처방된 기간 동안 복용을 완료해야 내성균 발생을 막을 수 있습니다.,어려움,3
220,감기·호흡기 오해,폐렴과 감기의 차이점은?,"[""증상이 완전히 같다"",""폐렴은 고열과 호흡곤란이 더 심하다"",""폐렴은 바이러스로만 생긴다"",""감기가 폐렴보다 더 위험하다""]",1,폐렴은 폐에 염증이 생긴 것으로 더 심각한 증상이 나타납니다.,폐렴은 고열 기침 호흡곤란 등이 심하게 나타나며 치료가 필요합니다.,어려움,3
221,감기·호흡기 오해,만성 기관지염의 주요 원인은?,"[""감기를 자주 앓아서"",""장기간 흡연이 주요 원인이다"",""운동을 많이 해서"",""물을 적게 마셔서""]",1,흡연은 기관지에 만성적인 염증을 일으킵니다.,장기간 흡연은 만성 기관지염의 가장 큰 원인입니다.,어려움,3
222,감기·호흡기 오해,기침을 오래 하면 갈비뼈가 부러질 수 있다?,"[""절대 불가능하다"",""심한 기침이 지속되면 가능하다"",""젊은 사람에게만 생긴다"",""기침과 뼈는 관계없다""]",1,심한 기침은 갈비뼈에 반복적인 압력을 가합니다.,특히 골다공증이 있거나 고령인 경우 심한 기침으로 갈비뼈 골절이 생길 수 있습니다.,어려움,3
223,감기·호흡기 오해,독감에 걸렸을 때 아스피린 복용은?,"[""해열에 효과적이다"",""어린이와 청소년은 라이 증후군 위험이 있다"",""독감에 가장 좋은 약이다"",""용량을 늘려 먹으면 더 좋다""]",1,어린이에게 아스피린은 라이 증후군이라는 위험한 합병증을 일으킬 수 있습니다.,어린이와 청소년의 독감에는 아스피린 대신 다른 해열제를 사용하세요.,어려움,3
224,감기·호흡기 오해,비강 스프레이 사용 시 주의점은?,"[""오래 사용할수록 좋다"",""장기 사용 시 오히려 코막힘이 악화될 수 있다"",""하루에 10번 이상 사용해야 효과가 있다"",""콧속 깊이 뿌릴수록 좋다""]",1,비충혈제거제는 3일 이상 사용하면 약물성 비염이 생길 수 있습니다.,비강 스프레이는 단기간만 사용하고 장기 사용을 피하세요.,어려움,3
225,감기·호흡기 오해,면역력을 높이는 가장 좋은 방법은?,"[""건강보조식품을 많이 먹는다"",""규칙적인 생활과 균형 잡힌 식사"",""항상 집에만 있는다"",""약을 미리 먹어둔다""]",1,면역력은 기본적인 생활 습관으로 유지됩니다.,충분한 수면 균형 잡힌 식사 적절한 운동이 면역력 유지의 기본입니다.,쉬움,1
226,감기·호흡기 오해,실내 적정 습도는?,"[""10-20%"",""40-60%"",""80-90%"",""습도는 중요하지 않다""]",1,너무 건조하면 호흡기 점막이 마르고 너무 습하면 곰팡이가 생깁니다.,40-60%의 습도가 호흡기 건강에 적절합니다.,쉬움,1
227,감기·호흡기 오해,감기에 좋다고 알려진 음식 중 실제 효과가 있는 것은?,"[""콜라"",""따뜻한 닭고기 수프"",""아이스크림"",""매운 라면""]",1,따뜻한 수프는 수분과 영양 공급에 도움이 됩니다.,따뜻한 닭고기 수프는 수분 보충과 코막힘 완화에 도움될 수 있습니다.,쉬움,1
228,감기·호흡기 오해,감기 바이러스는 주로 어떻게 전파되나요?,"[""공기 중에 떠다니다가"",""접촉과 비말을 통해"",""음식을 통해"",""모기에 물려서""]",1,바이러스가 묻은 손이나 기침 재채기의 비말로 전파됩니다.,손으로 만진 물건이나 기침 재채기 비말을 통해 전파되므로 손씻기가 중요합니다.,쉬움,1
229,감기·호흡기 오해,목감기에 아이스크림을 먹어도 될까?,"[""절대 먹으면 안 된다"",""통증 완화에 일시적 도움이 될 수 있다"",""감기가 더 심해진다"",""뜨거운 것만 먹어야 한다""]",1,차가운 음식이 목에 염증을 악화시킨다는 근거는 없습니다.,차가운 음식이 일시적으로 인후통을 완화할 수 있으며 수분 섭취에도 도움됩니다.,보통,2
230,감기·호흡기 오해,감기에 걸리면 목욕을 하면 안 된다?,"[""물에 닿으면 안 된다"",""따뜻한 물로 짧게 씻는 것은 괜찮다"",""찬물로 샤워해야 한다"",""일주일 동안 씻으면 안 된다""]",1,청결 유지도 회복에 중요합니다.,따뜻한 물로 짧게 씻고 잘 말리면 문제없습니다.,쉬움,1
231,화상·일광화상,1도 화상의 특징은?,"[""물집이 잡힌다"",""피부가 빨갛게 되고 따갑다"",""피부가 까맣게 탄다"",""통증이 전혀 없다""]",1,1도 화상은 표피만 손상된 가벼운 화상입니다.,1도 화상은 햇볕에 탄 것처럼 피부가 빨갛고 따가운 정도입니다.,쉬움,1
232,화상·일광화상,2도 화상의 특징은?,"[""피부가 빨갛기만 하다"",""물집이 생기고 심한 통증이 있다"",""통증이 없다"",""피부색 변화가 없다""]",1,2도 화상은 진피까지 손상되어 물집이 생깁니다.,2도 화상은 물집이 생기고 심한 통증이 있으며 흉터가 남을 수 있습니다.,쉬움,1
233,화상·일광화상,화상 부위에 절대 하면 안 되는 것은?,"[""흐르는 물로 식히기"",""얼음을 직접 대기"",""깨끗한 천으로 덮기"",""병원에 가기""]",1,얼음은 동상을 유발하고 조직 손상을 악화시킵니다.,얼음 직접 접촉은 혈관 수축과 조직 손상을 일으키므로 미지근한 물을 사용하세요.,쉬움,1
234,화상·일광화상,햇볕 화상 후 물집이 생겼을 때?,"[""터뜨려서 물을 빼야 한다"",""터뜨리지 않고 보호한다"",""바늘로 구멍을 내야 한다"",""문질러서 떼어낸다""]",1,물집은 감염으로부터 보호하는 역할을 합니다.,물집은 자연스럽게 흡수되므로 터뜨리지 말고 청결히 유지하세요.,쉬움,1
235,화상·일광화상,화상 응급처치로 흐르는 물에 식히는 시간은?,"[""1-2분"",""10-20분"",""1시간 이상"",""물은 사용하면 안 된다""]",1,충분한 시간 동안 식혀야 열이 깊이 전달되는 것을 막습니다.,10-20분간 미지근한 흐르는 물로 식혀 열 손상을 줄이세요.,쉬움,1
236,화상·일광화상,화상에 바르면 안 되는 것은?,"[""화상 전용 연고"",""간장이나 참기름"",""멸균 거즈"",""깨끗한 물""]",1,민간요법 물질은 감염과 손상을 악화시킵니다.,간장 참기름 된장 등은 감염 위험을 높이고 치료를 방해합니다.,쉬움,1
237,화상·일광화상,선크림의 올바른 사용법은?,"[""외출 직전에 바른다"",""외출 30분 전에 바른다"",""흐린 날은 안 발라도 된다"",""한 번만 바르면 하루 종일 효과가 있다""]",1,선크림이 피부에 흡수되어 효과를 발휘하는 데 시간이 필요합니다.,외출 30분 전에 바르고 2시간마다 덧바르는 것이 좋습니다.,쉬움,1
238,화상·일광화상,SPF 수치의 의미는?,"[""숫자가 높을수록 오래 지속된다"",""자외선 B를 차단하는 정도를 나타낸다"",""숫자가 높을수록 피부에 좋다"",""모든 자외선을 100% 차단한다""]",1,SPF는 UVB 차단 지수로 숫자가 높을수록 차단율이 높습니다.,SPF 30은 UVB의 약 97%를 차단합니다.,보통,2
239,화상·일광화상,일광화상 후 피부 관리로 좋은 것은?,"[""뜨거운 물로 샤워하기"",""알로에 젤이나 보습제 바르기"",""때를 밀어 벗기기"",""사우나에서 땀 빼기""]",1,일광화상 후에는 피부 진정과 보습이 중요합니다.,알로에 젤이나 보습제로 피부를 진정시키고 수분을 공급하세요.,쉬움,1
240,화상·일광화상,화상 범위가 넓을 때 주의할 점은?,"[""아무 상관없다"",""탈수와 쇼크에 주의하고 즉시 병원으로"",""집에서 치료하면 된다"",""찬물에 몸 전체를 담근다""]",1,광범위 화상은 체액 손실로 쇼크가 올 수 있습니다.,넓은 범위의 화상은 응급상황이므로 즉시 병원 치료가 필요합니다.,보통,2
241,화상·일광화상,전기 화상의 특징은?,"[""피부 손상만 있다"",""겉보기보다 내부 손상이 심할 수 있다"",""물로 충분히 식히면 된다"",""일반 화상과 동일하게 처치한다""]",1,전기는 몸속을 통과하며 내부 조직을 손상시킵니다.,전기 화상은 외부보다 내부 손상이 심할 수 있으니 반드시 병원 진료를 받으세요.,어려움,3
242,화상·일광화상,화학물질에 의한 화상 시?,"[""마른 수건으로 닦는다"",""즉시 다량의 물로 씻어낸다"",""중화제를 먼저 바른다"",""그냥 놔둔다""]",1,화학물질은 빨리 씻어내야 손상을 줄일 수 있습니다.,가루 형태는 털어내고 즉시 다량의 물로 15분 이상 씻어내세요.,보통,2
243,화상·일광화상,뜨거운 기름에 데었을 때?,"[""기름을 닦아내고 물로 식힌다"",""기름을 억지로 닦지 말고 물로 식힌다"",""밀가루를 뿌린다"",""기름으로 중화시킨다""]",1,기름을 억지로 닦으면 피부 손상이 더 심해질 수 있습니다.,뜨거운 기름은 억지로 닦지 말고 흐르는 물로 충분히 식히세요.,보통,2
244,화상·일광화상,저온화상이란?,"[""차가운 것에 의한 화상"",""낮은 온도에 오래 노출되어 생기는 화상"",""겨울에만 생기는 화상"",""얼음에 의한 화상""]",1,핫팩이나 온열매트 등에 오래 접촉하면 저온화상이 생깁니다.,45-50도의 낮은 온도도 오래 접촉하면 화상을 일으킬 수 있습니다.,보통,2
245,화상·일광화상,핫팩 사용 시 주의점은?,"[""피부에 직접 대고 자도 된다"",""천으로 감싸서 사용하고 장시간 접촉을 피한다"",""뜨거울수록 효과가 좋다"",""온종일 붙이고 있어야 한다""]",1,직접 접촉과 장시간 사용은 저온화상의 원인입니다.,천으로 감싸고 한 부위에 30분 이상 접촉하지 않도록 하세요.,쉬움,1
246,화상·일광화상,온열매트 사용 시 안전 수칙은?,"[""가장 높은 온도로 밤새 켜둔다"",""저온으로 설정하고 타이머를 사용한다"",""이불 없이 직접 눕는다"",""술 마신 후 사용하면 더 좋다""]",1,수면 중에는 화상을 인지하기 어렵습니다.,저온 설정과 타이머를 사용하고 이불을 깔고 사용하세요.,쉬움,1
247,화상·일광화상,화상 치료 중 감염 징후는?,"[""점점 좋아지는 것"",""고름 악취 발열 부기 증가"",""통증이 줄어드는 것"",""새 피부가 자라는 것""]",1,감염은 화상 치료를 방해하고 흉터를 악화시킵니다.,고름 악취 발열 부기 증가가 있으면 즉시 병원을 방문하세요.,보통,2
248,화상·일광화상,3도 화상의 특징은?,"[""물집만 생긴다"",""피부가 하얗거나 까맣고 통증이 없을 수 있다"",""물로 식히면 바로 낫는다"",""가장 가벼운 화상이다""]",1,3도 화상은 신경까지 손상되어 오히려 통증이 없습니다.,3도 화상은 피부 전층이 손상된 심각한 화상으로 반드시 병원 치료가 필요합니다.,어려움,3
249,화상·일광화상,화상 부위의 옷이 달라붙었을 때?,"[""무리해서 떼어낸다"",""옷 주변을 자르고 달라붙은 부분은 그대로 둔다"",""물에 불려서 뜯어낸다"",""가위로 피부째 자른다""]",1,억지로 떼면 피부가 함께 벗겨져 손상이 커집니다.,달라붙은 옷은 억지로 떼지 말고 주변만 자르고 병원에서 처치받으세요.,보통,2
250,화상·일광화상,어린이 화상 예방 수칙은?,"[""뜨거운 음식은 아이 손이 닿는 곳에 둔다"",""냄비 손잡이를 안쪽으로 돌려놓는다"",""아이 혼자 주방에서 놀게 한다"",""전기콘센트를 열어둔다""]",1,어린이 화상의 대부분은 가정에서 발생합니다.,냄비 손잡이를 안쪽으로 뜨거운 음식은 손 닿지 않는 곳에 두세요.,쉬움,1
251,화상·일광화상,자외선 A와 B의 차이는?,"[""둘 다 같다"",""A는 노화 B는 화상을 주로 일으킨다"",""B만 해롭다"",""A만 해롭다""]",1,UVA는 피부 깊이 침투하고 UVB는 표피에 영향을 줍니다.,UVA는 피부 노화와 주름 UVB는 일광화상의 주원인입니다.,보통,2
252,화상·일광화상,선크림의 적절한 사용량은?,"[""얇게 바르면 된다"",""얼굴에 500원 동전 크기 정도"",""조금만 발라도 효과가 같다"",""많이 바르면 해롭다""]",1,충분한 양을 발라야 표시된 SPF 효과를 얻을 수 있습니다.,얼굴에 500원 동전 크기 정도를 고르게 바르세요.,쉬움,1
253,화상·일광화상,물에 들어가면 선크림이?,"[""더 효과가 좋아진다"",""씻겨나갈 수 있어 재도포가 필요하다"",""물속에서는 자외선이 없다"",""한번 바르면 수영해도 괜찮다""]",1,물과 땀으로 선크림이 씻겨나갈 수 있습니다.,수영 후나 땀을 많이 흘린 후에는 선크림을 다시 바르세요.,쉬움,1
254,화상·일광화상,화상 흉터 관리법은?,"[""햇볕을 많이 쬐면 좋다"",""자외선을 피하고 보습제를 바른다"",""상처를 자주 긁어준다"",""아무것도 하지 않아도 된다""]",1,화상 흉터는 자외선에 의해 색소침착이 생길 수 있습니다.,흉터 부위는 자외선을 피하고 보습제나 실리콘 제품으로 관리하세요.,보통,2
255,화상·일광화상,증기에 의한 화상은?,"[""물보다 약하다"",""물보다 더 심한 화상을 입힐 수 있다"",""증기는 화상을 일으키지 않는다"",""찬물로 5초만 식히면 된다""]",1,증기는 같은 온도의 물보다 더 많은 열에너지를 가집니다.,증기 화상은 더 깊은 손상을 줄 수 있으니 특히 주의하세요.,어려움,3
256,화상·일광화상,일광화상이 심할 때 병원에 가야 하는 경우는?,"[""살짝 빨개졌을 때"",""발열 심한 통증 넓은 물집이 있을 때"",""약간 따가울 때"",""일광화상은 병원에 갈 필요가 없다""]",1,심한 일광화상은 2도 화상에 해당할 수 있습니다.,발열 오한 심한 통증 넓은 물집이 있으면 병원 진료가 필요합니다.,보통,2
257,화상·일광화상,실내에서도 자외선 차단이 필요한가?,"[""실내는 안전하다"",""창문을 통해 UVA가 들어올 수 있다"",""형광등에서 자외선이 나온다"",""실내에서는 피부가 타지 않는다""]",1,유리는 UVB는 차단하지만 UVA는 통과시킵니다.,창가에서 오래 머물면 UVA에 노출될 수 있어 차단이 필요할 수 있습니다.,어려움,3
258,화상·일광화상,겨울에도 자외선 차단이 필요한가?,"[""겨울은 안전하다"",""눈이 자외선을 반사해 더 주의가 필요할 수 있다"",""겨울에는 자외선이 없다"",""두꺼운 옷만 입으면 된다""]",1,눈은 자외선을 80%까지 반사합니다.,겨울 스키장 등에서는 눈이 자외선을 반사해 더 심한 화상을 입을 수 있습니다.,보통,2
259,화상·일광화상,화상 후 색소침착을 예방하려면?,"[""햇볕을 쬐어 균일하게 만든다"",""자외선 차단을 철저히 한다"",""뜨거운 물로 찜질한다"",""색소침착은 예방할 수 없다""]",1,화상 후 피부는 자외선에 민감해져 색소침착이 잘 생깁니다.,화상 부위는 완전히 나을 때까지 자외선을 피하고 차단제를 바르세요.,보통,2
260,화상·일광화상,응급실에 가야 하는 화상은?,"[""1도 화상"",""얼굴 손 발 생식기 관절 부위의 화상"",""손가락 끝의 작은 화상"",""모든 화상은 집에서 치료 가능하다""]",1,특수 부위의 화상은 기능 장애와 흉터 위험이 높습니다.,얼굴 손 발 생식기 관절 부위나 넓은 범위의 화상은 응급 진료가 필요합니다.,어려움,3
261,영양·식습관,하루 권장 물 섭취량은?,"[""500ml"",""약 1.5-2리터"",""5리터 이상"",""물은 마시지 않아도 된다""]",1,체중과 활동량에 따라 다르지만 일반적인 권장량입니다.,성인은 하루 약 1.5-2리터의 물을 마시는 것이 좋습니다.,쉬움,1
262,영양·식습관,아침 식사의 중요성은?,"[""아침은 거르는 것이 좋다"",""하루 활동에 필요한 에너지를 공급한다"",""아침을 먹으면 살이 찐다"",""점심만 잘 먹으면 된다""]",1,아침 식사는 두뇌 활동과 신진대사에 중요합니다.,아침 식사는 혈당을 안정시키고 집중력 향상에 도움됩니다.,쉬움,1
263,영양·식습관,균형 잡힌 식단의 기본은?,"[""고기만 많이 먹는다"",""탄수화물 단백질 지방 비타민 미네랄을 골고루 섭취한다"",""채소만 먹는다"",""한 가지 음식만 먹는다""]",1,다양한 영양소를 골고루 섭취해야 건강합니다.,5대 영양소를 균형 있게 섭취하는 것이 건강한 식단의 기본입니다.,쉬움,1
264,영양·식습관,과일 주스와 생과일의 차이는?,"[""완전히 같다"",""주스는 식이섬유가 적고 당분이 농축되어 있다"",""주스가 더 건강하다"",""생과일은 소화가 안 된다""]",1,주스는 과일을 압착하면서 섬유질이 제거됩니다.,생과일이 식이섬유가 풍부하고 혈당 상승이 완만합니다.,보통,2
265,영양·식습관,나트륨 과다 섭취의 문제점은?,"[""아무 문제없다"",""고혈압과 심혈관 질환 위험 증가"",""뼈가 튼튼해진다"",""피부가 좋아진다""]",1,나트륨은 혈압을 높이고 심장에 부담을 줍니다.,나트륨 과다 섭취는 고혈압 뇌졸중 심장질환의 위험을 높입니다.,쉬움,1
266,영양·식습관,음식을 천천히 먹으면 좋은 점은?,"[""시간 낭비다"",""포만감을 느껴 과식을 예방한다"",""소화가 안 된다"",""영양 흡수가 안 된다""]",1,포만감 신호가 뇌에 전달되는 데 약 20분이 걸립니다.,천천히 먹으면 포만감을 제때 느껴 과식을 막을 수 있습니다.,쉬움,1
267,영양·식습관,가공식품을 줄여야 하는 이유는?,"[""가공식품이 더 건강하다"",""나트륨 당분 첨가물이 많다"",""영양가가 더 높다"",""신선식품보다 좋다""]",1,가공식품에는 건강에 해로운 성분이 많이 들어있습니다.,가공식품은 나트륨 당분 포화지방 첨가물이 많아 건강에 해롭습니다.,쉬움,1
268,영양·식습관,단백질의 역할은?,"[""에너지만 제공한다"",""근육 피부 장기 조직의 구성과 회복에 필요하다"",""지방으로만 저장된다"",""몸에 필요하지 않다""]",1,단백질은 몸의 구조를 만들고 유지하는 데 필수입니다.,단백질은 근육 피부 머리카락 효소 호르몬 등의 주요 구성 성분입니다.,쉬움,1
269,영양·식습관,식이섬유가 풍부한 음식은?,"[""흰 빵"",""채소 과일 통곡물"",""가공육"",""설탕""]",1,식이섬유는 식물성 식품에 풍부합니다.,채소 과일 통곡물 콩류에 식이섬유가 풍부합니다.,쉬움,1
270,영양·식습관,트랜스지방이 해로운 이유는?,"[""해롭지 않다"",""나쁜 콜레스테롤을 높이고 좋은 콜레스테롤을 낮춘다"",""근육을 만드는 데 좋다"",""필수 지방이다""]",1,트랜스지방은 심혈관 질환 위험을 높입니다.,트랜스지방은 LDL은 높이고 HDL은 낮춰 심장 건강에 해롭습니다.,보통,2
271,영양·식습관,철분이 부족하면 생기는 증상은?,"[""살이 찐다"",""피로 어지러움 빈혈"",""피부가 좋아진다"",""아무 증상이 없다""]",1,철분은 혈액의 산소 운반에 필수입니다.,철분 부족은 빈혈을 일으켜 피로 어지러움 창백함 등의 증상이 나타납니다.,보통,2
272,영양·식습관,칼슘이 풍부한 음식은?,"[""고기"",""우유 치즈 멸치"",""쌀밥"",""과자""]",1,유제품과 뼈째 먹는 생선에 칼슘이 풍부합니다.,우유 치즈 요거트 멸치 두부 등에 칼슘이 풍부합니다.,쉬움,1
273,영양·식습관,비타민 D를 얻는 방법은?,"[""밤에만 활동한다"",""적절한 햇볕 노출과 음식 섭취"",""실내에만 있는다"",""비타민 D는 필요 없다""]",1,비타민 D는 햇볕에 의해 피부에서 합성됩니다.,적절한 야외 활동과 생선 달걀 등의 섭취로 비타민 D를 보충하세요.,쉬움,1
274,영양·식습관,음식 알레르기와 불내증의 차이는?,"[""같은 것이다"",""알레르기는 면역반응 불내증은 소화 문제이다"",""불내증이 더 위험하다"",""알레르기는 가벼운 것이다""]",1,알레르기는 면역계가 과민반응을 하는 것입니다.,알레르기는 심하면 아나필락시스 불내증은 소화 불편 증상이 나타납니다.,보통,2
275,영양·식습관,오메가3 지방산이 풍부한 음식은?,"[""소고기"",""고등어 연어 등 등푸른 생선"",""감자"",""빵""]",1,오메가3는 등푸른 생선에 풍부합니다.,고등어 연어 참치 등의 등푸른 생선과 호두 들기름에 오메가3가 풍부합니다.,쉬움,1
276,영양·식습관,저녁 늦게 먹으면 안 좋은 이유는?,"[""상관없다"",""소화 부담과 수면 방해 체중 증가 가능성"",""오히려 건강에 좋다"",""저녁을 안 먹어야 한다""]",1,늦은 식사는 위장과 수면에 부담을 줍니다.,취침 2-3시간 전에는 식사를 마치는 것이 좋습니다.,보통,2
277,영양·식습관,프로바이오틱스의 역할은?,"[""몸에 해롭다"",""장 건강과 면역력 향상에 도움"",""근육을 키워준다"",""지방을 태운다""]",1,프로바이오틱스는 유익한 장내 세균입니다.,프로바이오틱스는 장내 환경을 개선하고 면역력 향상에 도움됩니다.,보통,2
278,영양·식습관,음식을 골고루 먹어야 하는 이유는?,"[""그냥 습관이다"",""어떤 한 가지 음식에 모든 영양소가 없기 때문"",""맛을 위해서"",""영양소는 하나면 충분하다""]",1,각 음식마다 들어있는 영양소가 다릅니다.,다양한 음식을 먹어야 필요한 모든 영양소를 섭취할 수 있습니다.,쉬움,1
279,영양·식습관,당뇨병 예방을 위한 식습관은?,"[""달콤한 음료를 많이 마신다"",""정제된 탄수화물과 당분 섭취를 줄인다"",""밥을 많이 먹는다"",""식사를 거른다""]",1,혈당을 급격히 올리는 음식을 피해야 합니다.,정제 탄수화물과 당분을 줄이고 식이섬유가 풍부한 음식을 먹으세요.,보통,2
